satisfaction_level,satisfaction_level_tuned,last_evaluation,last_evaluation_tuned,number_project,number_project_tuned,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
0.34,0.62,0.76,0.76,6,4,237,5,0,0,0,support,high
0.98,0.62,0.87,0.87,3,3,239,4,0,0,0,support,medium
0.36,0.62,0.45,0.71,2,4,135,3,1,0,0,support,high
0.6,0.6,0.58,0.58,2,4,182,2,0,0,0,support,medium
0.24,0.62,0.54,0.71,6,4,193,4,0,0,0,support,medium
0.67,0.67,0.72,0.72,4,4,192,3,1,0,0,support,medium
0.17,0.62,0.6,0.6,5,5,144,6,0,0,0,technical,medium
0.57,0.57,0.58,0.58,3,3,251,3,0,0,0,technical,medium
0.7,0.7,0.85,0.85,3,3,161,2,0,0,0,technical,medium
0.73,0.73,0.62,0.62,3,3,171,3,0,0,0,management,medium
0.61,0.61,0.86,0.86,4,4,153,5,0,0,0,IT,medium
0.95,0.62,0.96,0.71,4,4,161,2,0,0,0,IT,high
0.85,0.62,0.55,0.71,3,3,226,4,0,0,0,IT,low
0.72,0.72,0.9,0.71,3,3,193,3,0,0,0,IT,medium
0.84,0.84,0.66,0.66,4,4,204,3,0,0,0,IT,medium
0.57,0.57,0.47,0.71,2,4,158,2,0,0,0,product_mng,medium
0.69,0.69,0.69,0.69,3,3,236,4,0,0,0,product_mng,medium
0.57,0.57,0.68,0.68,4,4,191,3,0,0,0,product_mng,medium
0.52,0.52,0.59,0.59,6,4,104,4,0,0,0,product_mng,medium
0.56,0.56,0.55,0.71,3,3,245,2,0,0,0,IT,medium
0.75,0.75,0.74,0.74,3,3,186,3,1,0,0,RandD,medium
0.98,0.62,0.75,0.75,5,5,168,4,1,0,0,RandD,medium
0.48,0.48,0.55,0.71,4,4,262,3,1,0,0,RandD,high
0.35,0.62,0.67,0.67,2,4,116,3,0,0,0,RandD,low
0.66,0.66,0.93,0.71,4,4,187,2,0,0,0,RandD,low
0.79,0.79,0.9,0.71,5,5,184,3,0,0,0,marketing,low
0.86,0.62,0.53,0.71,4,4,155,3,0,0,0,marketing,high
0.88,0.62,1,0.71,5,5,190,2,0,0,0,sales,low
0.83,0.83,0.64,0.64,3,3,242,3,0,0,0,accounting,low
0.8,0.8,0.64,0.64,5,5,204,2,0,0,0,support,low
0.64,0.64,0.69,0.69,4,4,232,3,0,0,0,technical,high
0.72,0.72,0.59,0.59,4,4,245,2,0,0,0,management,low
0.67,0.67,0.61,0.61,3,3,251,2,0,0,0,marketing,low
0.75,0.75,0.7,0.7,4,4,179,2,0,0,0,marketing,low
0.65,0.65,0.95,0.71,4,4,153,2,0,0,0,marketing,low
0.98,0.62,0.98,0.71,5,5,210,6,0,0,0,sales,low
0.68,0.68,0.8,0.8,2,4,257,2,1,0,0,sales,low
0.52,0.52,0.37,0.71,3,3,137,4,0,0,0,sales,low
0.68,0.68,0.93,0.71,4,4,179,2,0,0,0,sales,medium
0.92,0.62,0.74,0.74,4,4,213,3,0,0,0,sales,medium
0.86,0.62,0.79,0.79,3,3,106,6,1,0,0,sales,medium
0.5,0.5,0.99,0.71,4,4,272,2,0,0,0,sales,medium
0.35,0.62,0.37,0.71,4,4,153,2,0,0,0,sales,medium
0.76,0.76,0.97,0.71,5,5,172,3,0,0,0,sales,medium
0.66,0.66,0.95,0.71,4,4,224,2,0,0,0,sales,medium
0.58,0.58,0.71,0.71,3,3,230,3,1,0,0,sales,medium
0.55,0.55,0.97,0.71,4,4,222,4,0,0,0,sales,medium
0.9,0.62,0.53,0.71,3,3,270,3,0,0,0,sales,medium
0.75,0.75,0.71,0.71,4,4,205,3,0,0,0,sales,medium
0.9,0.62,0.63,0.63,4,4,134,3,1,0,0,sales,medium
0.14,0.62,0.54,0.71,5,5,275,4,1,0,0,sales,high
0.86,0.62,0.57,0.57,4,4,183,3,0,0,0,sales,low
0.56,0.56,0.84,0.84,4,4,143,4,0,0,0,sales,medium
0.54,0.54,0.63,0.63,5,5,259,2,0,0,0,sales,medium
0.36,0.62,0.8,0.8,5,5,186,4,0,0,0,accounting,medium
0.82,0.82,0.59,0.59,3,3,155,3,0,0,0,accounting,medium
0.49,0.49,0.42,0.71,2,4,266,3,0,0,0,accounting,low
0.77,0.77,0.97,0.71,3,3,215,2,0,0,0,hr,low
0.64,0.64,0.83,0.83,4,4,179,3,0,0,0,hr,low
0.93,0.62,0.53,0.71,3,3,217,3,0,0,0,hr,low
0.96,0.62,0.94,0.71,5,5,235,3,0,0,0,hr,low
0.6,0.6,0.97,0.71,3,3,164,2,0,0,0,technical,low
0.58,0.58,0.55,0.71,3,3,178,5,0,0,0,technical,low
0.52,0.52,0.49,0.71,5,5,170,3,0,0,0,technical,low
0.74,0.74,0.79,0.79,5,5,241,3,0,0,0,technical,low
0.64,0.64,0.99,0.71,4,4,222,2,0,0,0,technical,low
0.93,0.62,0.59,0.59,3,3,233,3,0,0,0,technical,low
0.76,0.76,0.49,0.71,5,5,243,3,0,0,0,technical,low
0.5,0.5,0.54,0.71,4,4,175,2,0,0,0,technical,low
0.79,0.79,0.55,0.71,4,4,266,3,0,0,0,technical,low
0.97,0.62,0.95,0.71,5,5,201,2,0,0,0,technical,low
0.6,0.6,0.49,0.71,5,5,259,4,0,0,0,technical,low
0.84,0.84,0.73,0.73,5,5,105,5,0,0,0,support,low
0.75,0.75,0.99,0.71,5,5,189,3,0,0,0,support,low
0.24,0.62,0.91,0.71,4,4,232,2,0,0,0,support,low
0.24,0.62,0.91,0.71,5,5,258,6,0,0,0,support,low
0.51,0.51,0.58,0.58,5,5,173,3,0,0,0,support,low
0.5,0.5,0.88,0.71,4,4,147,3,0,0,0,support,medium
0.66,0.66,0.36,0.71,3,3,256,6,0,0,0,support,medium
0.97,0.62,0.77,0.77,3,3,206,4,0,0,0,support,medium
0.61,0.61,0.5,0.71,4,4,175,3,0,0,0,support,medium
0.77,0.77,0.49,0.71,4,4,274,2,1,0,0,support,medium
0.74,0.74,0.64,0.64,3,3,229,3,0,0,0,support,medium
0.92,0.62,0.98,0.71,4,4,161,3,0,0,0,technical,medium
0.78,0.78,0.99,0.71,2,4,188,2,0,0,0,technical,medium
0.56,0.56,0.57,0.57,3,3,205,3,0,0,0,technical,medium
0.82,0.82,0.63,0.63,3,3,246,3,0,0,0,management,medium
0.26,0.62,0.98,0.71,5,5,161,5,0,0,0,IT,medium
0.69,0.69,0.85,0.85,5,5,246,3,0,0,0,IT,medium
0.78,0.78,0.83,0.83,4,4,158,3,0,0,0,IT,high
0.67,0.67,0.86,0.86,3,3,175,3,0,0,0,IT,low
0.77,0.77,0.91,0.71,5,5,268,3,1,0,0,IT,medium
0.8,0.8,0.63,0.63,4,4,211,2,0,0,0,product_mng,medium
0.51,0.51,0.51,0.71,3,3,274,2,0,0,0,product_mng,medium
0.77,0.77,0.52,0.71,4,4,241,3,0,0,0,product_mng,medium
0.65,0.65,0.71,0.71,3,3,170,2,0,0,0,product_mng,low
0.58,0.58,0.53,0.71,3,3,287,5,0,0,0,IT,low
0.67,0.67,0.39,0.71,2,4,235,6,0,0,0,RandD,low
0.33,0.62,0.39,0.71,3,3,98,3,1,0,0,RandD,low
0.78,0.78,0.66,0.66,6,4,105,5,1,0,0,RandD,low
0.58,0.58,0.83,0.83,3,3,226,3,0,0,0,RandD,low
0.63,0.63,0.59,0.59,4,4,171,4,0,0,0,RandD,low
0.63,0.63,0.51,0.71,4,4,153,4,0,0,0,RandD,low
0.59,0.59,0.55,0.71,3,3,183,4,0,0,0,marketing,low
0.6,0.6,0.9,0.71,5,5,139,3,0,0,0,sales,low
0.93,0.62,0.9,0.71,5,5,210,3,0,0,0,accounting,low
0.78,0.78,0.77,0.77,2,4,177,4,0,0,0,support,low
0.65,0.65,0.6,0.6,3,3,148,2,0,0,0,technical,low
1,0.62,0.61,0.61,4,4,198,2,0,0,0,management,low
0.96,0.62,1,0.71,3,3,137,4,1,0,0,marketing,low
0.54,0.54,0.97,0.71,5,5,233,3,1,0,0,marketing,low
0.98,0.62,0.69,0.69,2,4,204,4,0,0,0,marketing,low
0.34,0.62,0.59,0.59,2,4,164,2,0,0,0,sales,low
0.71,0.71,0.53,0.71,5,5,162,2,0,0,0,sales,low
0.64,0.64,0.64,0.64,3,3,180,2,1,0,0,sales,low
0.71,0.71,0.93,0.71,2,4,199,2,0,0,0,sales,low
0.58,0.58,0.63,0.63,4,4,190,2,0,0,0,sales,medium
0.87,0.62,0.96,0.71,4,4,151,3,1,0,0,sales,medium
0.58,0.58,0.85,0.85,4,4,162,3,0,0,0,sales,medium
0.87,0.62,0.67,0.67,3,3,139,2,0,0,0,sales,medium
0.72,0.72,0.86,0.86,3,3,231,3,1,0,0,sales,medium
0.67,0.67,0.83,0.83,5,5,269,2,0,0,0,sales,medium
0.53,0.53,0.97,0.71,4,4,249,3,0,0,0,sales,medium
0.78,0.78,0.61,0.61,3,3,148,2,0,0,0,sales,medium
0.19,0.62,0.63,0.63,4,4,233,5,0,0,0,sales,medium
1,0.62,0.88,0.71,4,4,240,4,0,0,0,sales,medium
0.75,0.75,0.75,0.75,5,5,229,2,1,0,0,sales,medium
0.29,0.62,0.66,0.66,3,3,256,2,1,0,0,sales,medium
0.37,0.62,0.7,0.7,2,4,188,2,0,0,0,sales,high
0.78,0.78,0.5,0.71,3,3,167,2,0,0,0,sales,low
0.24,0.62,0.64,0.64,5,5,190,4,0,0,0,sales,medium
0.49,0.49,0.7,0.7,4,4,168,3,0,0,0,accounting,medium
0.18,0.62,0.64,0.64,6,4,154,5,0,0,0,accounting,medium
0.76,0.76,0.85,0.85,4,4,135,3,0,0,0,accounting,medium
0.5,0.5,0.97,0.71,4,4,217,3,0,0,0,hr,low
0.82,0.82,0.94,0.71,3,3,253,2,0,0,0,hr,low
0.97,0.62,0.94,0.71,3,3,180,3,0,0,0,hr,low
0.72,0.72,0.9,0.71,4,4,225,2,0,0,0,hr,low
0.98,0.62,0.64,0.64,4,4,134,3,1,0,0,technical,low
0.76,0.76,0.73,0.73,3,3,192,2,0,0,0,technical,low
0.72,0.72,0.88,0.71,3,3,224,3,0,0,0,technical,low
0.96,0.62,0.91,0.71,3,3,260,5,0,0,0,technical,low
0.62,0.62,0.78,0.78,3,3,178,3,1,0,0,technical,low
0.25,0.62,0.98,0.71,4,4,166,5,1,0,0,technical,low
0.82,0.82,0.56,0.56,5,5,180,3,0,0,0,technical,low
0.59,0.59,0.9,0.71,3,3,189,2,0,0,0,technical,low
0.94,0.62,0.73,0.73,3,3,154,3,0,0,0,technical,low
0.72,0.72,0.88,0.71,3,3,236,3,0,0,0,technical,low
0.53,0.53,0.78,0.78,5,5,198,3,0,0,0,technical,low
0.67,0.67,0.83,0.83,3,3,148,3,0,0,0,support,low
0.99,0.62,0.52,0.71,4,4,205,2,0,0,0,support,low
0.64,0.64,0.53,0.71,4,4,133,3,0,0,0,support,low
0.61,0.61,0.57,0.57,4,4,160,3,1,0,0,support,low
0.89,0.62,0.85,0.85,4,4,201,2,1,0,0,support,low
0.61,0.61,0.7,0.7,5,5,157,4,0,0,0,support,low
0.9,0.62,0.74,0.74,3,3,260,2,0,0,0,support,medium
0.96,0.62,0.51,0.71,5,5,152,3,0,0,0,support,medium
0.62,0.62,0.55,0.71,4,4,218,3,0,0,0,support,medium
0.89,0.62,0.57,0.57,3,3,252,2,0,0,0,support,medium
0.52,0.52,0.67,0.67,4,4,216,3,0,0,0,support,medium
0.66,0.66,0.99,0.71,3,3,183,2,0,0,0,technical,medium
0.96,0.62,0.6,0.6,5,5,269,2,0,0,0,technical,medium
0.95,0.62,0.89,0.71,5,5,132,4,0,0,0,technical,medium
0.75,0.75,0.98,0.71,4,4,170,4,0,0,0,management,medium
0.39,0.39,0.87,0.87,5,5,257,5,1,0,0,IT,medium
0.93,0.62,0.69,0.69,3,3,138,2,0,0,0,IT,medium
0.44,0.44,0.54,0.71,3,3,115,3,0,0,0,IT,medium
0.9,0.62,0.67,0.67,3,3,165,2,0,0,0,IT,high
0.75,0.75,0.81,0.81,3,3,214,3,0,0,0,IT,low
0.45,0.45,0.75,0.75,2,4,246,2,0,0,0,product_mng,medium
0.42,0.42,0.6,0.6,2,4,188,3,0,0,0,product_mng,medium
0.99,0.62,0.82,0.82,3,3,255,2,0,0,0,product_mng,medium
0.89,0.62,0.91,0.71,4,4,190,2,0,0,0,product_mng,medium
0.96,0.62,0.9,0.71,4,4,164,4,0,0,0,IT,low
0.5,0.5,0.46,0.71,3,3,165,3,0,0,0,RandD,low
0.59,0.59,0.59,0.59,3,3,141,3,0,0,0,RandD,low
0.57,0.57,0.69,0.69,3,3,154,2,0,0,0,RandD,low
1,0.62,0.87,0.87,3,3,165,2,0,0,0,RandD,low
0.6,0.6,0.59,0.59,5,5,266,2,0,0,0,RandD,low
0.21,0.62,0.85,0.85,6,4,235,6,0,0,0,RandD,low
0.63,0.63,0.83,0.83,4,4,159,2,0,0,0,marketing,low
0.8,0.8,0.82,0.82,3,3,218,3,0,0,0,sales,low
0.51,0.51,0.96,0.71,3,3,149,4,0,0,0,accounting,low
0.89,0.62,0.96,0.71,5,5,239,3,0,0,0,support,low
0.83,0.83,0.58,0.58,4,4,225,3,0,0,0,technical,low
0.77,0.77,0.74,0.74,6,4,247,3,0,0,0,management,low
0.79,0.79,0.99,0.71,4,4,183,2,0,0,0,marketing,low
0.63,0.63,0.85,0.85,5,5,214,2,0,0,0,marketing,low
0.68,0.68,0.48,0.71,5,5,113,2,0,0,0,marketing,low
0.74,0.74,0.69,0.69,4,4,244,2,0,0,0,sales,low
0.49,0.49,0.67,0.67,6,4,286,4,0,0,0,sales,low
0.46,0.46,0.55,0.71,3,3,139,2,0,0,0,sales,medium
0.9,0.62,0.91,0.71,5,5,176,3,0,0,0,sales,medium
0.7,0.7,0.67,0.67,5,5,136,3,0,0,0,sales,medium
0.84,0.84,0.71,0.71,4,4,222,2,0,0,0,sales,medium
0.89,0.62,0.77,0.77,4,4,269,4,0,0,0,sales,medium
0.59,0.59,0.87,0.87,4,4,183,2,0,0,0,sales,medium
0.57,0.57,0.72,0.72,3,3,206,3,0,0,0,sales,medium
0.53,0.53,0.49,0.71,3,3,158,3,0,0,0,sales,medium
0.83,0.83,0.89,0.71,4,4,136,3,0,0,0,sales,medium
0.51,0.51,0.66,0.66,4,4,182,2,0,0,0,sales,medium
0.78,0.78,0.61,0.61,4,4,268,3,0,0,0,sales,medium
0.52,0.52,0.69,0.69,3,3,144,3,0,0,0,sales,medium
0.42,0.42,0.5,0.71,5,5,286,4,0,0,0,sales,high
0.61,0.61,0.38,0.71,2,4,268,3,0,0,0,sales,low
0.85,0.62,1,0.71,3,3,255,3,0,0,0,sales,medium
0.17,0.62,0.85,0.85,6,4,245,5,0,0,0,sales,medium
0.79,0.79,0.52,0.71,3,3,134,2,1,0,0,sales,medium
0.56,0.56,0.98,0.71,3,3,251,3,1,0,0,accounting,medium
0.5,0.5,0.73,0.73,5,5,165,2,0,0,0,accounting,low
0.51,0.51,0.53,0.71,3,3,223,2,1,0,0,accounting,low
0.77,0.77,0.67,0.67,4,4,225,4,0,0,0,hr,low
0.84,0.84,0.9,0.71,3,3,196,3,1,0,0,hr,low
0.21,0.62,0.49,0.71,3,3,253,3,0,0,0,hr,low
0.65,0.65,0.57,0.57,5,5,222,3,0,0,0,hr,low
0.95,0.62,0.87,0.87,4,4,135,3,0,0,0,technical,low
0.8,0.8,0.75,0.75,4,4,217,2,0,0,0,technical,low
0.77,0.77,0.85,0.85,5,5,192,2,0,0,0,technical,low
0.57,0.57,0.7,0.7,3,3,172,3,0,0,0,technical,low
0.92,0.62,0.55,0.71,4,4,183,3,0,0,0,technical,low
1,0.62,0.71,0.71,5,5,186,2,0,0,0,technical,low
0.85,0.62,0.67,0.67,4,4,163,3,0,0,0,technical,low
0.57,0.57,0.8,0.8,4,4,262,3,0,0,0,technical,low
0.66,0.66,0.68,0.68,3,3,202,3,0,0,0,technical,low
0.85,0.62,0.8,0.8,4,4,248,3,0,0,0,technical,low
0.99,0.62,0.5,0.71,5,5,214,2,0,0,0,technical,low
0.91,0.62,0.82,0.82,4,4,260,4,0,0,0,support,low
0.96,0.62,0.97,0.71,4,4,260,3,0,0,0,support,low
0.49,0.49,0.52,0.71,4,4,251,2,0,0,0,support,low
0.39,0.39,0.85,0.85,5,5,179,5,0,0,0,support,low
0.87,0.62,0.74,0.74,4,4,178,2,1,0,0,support,medium
0.19,0.62,0.85,0.85,6,4,210,4,0,0,0,support,medium
0.9,0.62,0.83,0.83,3,3,273,4,0,0,0,support,medium
0.5,0.5,0.5,0.71,5,5,166,2,0,0,0,support,medium
0.7,0.7,0.9,0.71,5,5,246,2,0,0,0,support,medium
0.52,0.52,0.55,0.71,5,5,192,3,0,0,0,support,medium
0.71,0.71,0.69,0.69,3,3,274,3,0,0,0,support,medium
0.4,0.4,0.41,0.71,3,3,232,3,0,0,0,technical,medium
0.96,0.62,0.53,0.71,3,3,158,4,0,0,0,technical,medium
0.86,0.62,0.92,0.71,5,5,137,3,0,0,0,technical,medium
0.68,0.68,0.85,0.85,3,3,209,2,0,0,0,management,medium
0.56,0.56,0.64,0.64,3,3,206,2,0,0,0,IT,medium
0.65,0.65,0.56,0.56,3,3,230,2,0,0,0,IT,high
0.98,0.62,0.61,0.61,5,5,239,3,0,0,0,IT,low
0.18,0.62,0.51,0.71,5,5,159,6,0,0,0,IT,medium
0.66,0.66,0.65,0.65,4,4,244,2,0,0,0,IT,medium
0.14,0.62,0.51,0.71,5,5,259,5,0,0,0,product_mng,medium
0.94,0.62,0.8,0.8,5,5,245,3,1,0,0,product_mng,medium
0.56,0.56,1,0.71,3,3,141,2,1,0,0,product_mng,low
0.56,0.56,0.8,0.8,5,5,202,4,0,0,0,product_mng,low
0.59,0.59,0.89,0.71,5,5,143,3,1,0,0,IT,low
0.63,0.63,0.62,0.62,4,4,286,5,1,0,0,RandD,low
0.97,0.62,0.88,0.71,5,5,173,3,0,0,0,RandD,low
0.76,0.76,0.7,0.7,5,5,195,3,0,0,0,RandD,low
0.85,0.62,0.58,0.58,4,4,167,4,0,0,0,RandD,low
0.23,0.62,0.73,0.73,5,5,197,4,1,0,0,RandD,low
0.68,0.68,0.62,0.62,3,3,255,5,0,0,0,RandD,low
0.71,0.71,0.73,0.73,3,3,274,3,0,0,0,marketing,low
0.5,0.5,0.59,0.59,3,3,192,2,0,0,0,sales,low
0.61,0.61,0.7,0.7,3,3,225,3,0,0,0,accounting,low
0.99,0.62,0.65,0.65,3,3,209,2,1,0,0,support,low
0.97,0.62,0.86,0.86,5,5,222,3,0,0,0,technical,low
0.82,0.82,0.71,0.71,5,5,208,2,0,0,0,management,low
0.72,0.72,0.68,0.68,5,5,162,5,0,0,0,marketing,low
0.53,0.53,0.74,0.74,3,3,135,2,0,0,0,marketing,low
0.55,0.55,0.87,0.87,4,4,200,3,0,0,0,marketing,low
0.52,0.52,0.53,0.71,4,4,159,4,0,0,0,sales,low
0.8,0.8,0.81,0.81,5,5,156,2,0,0,0,sales,low
0.51,0.51,0.95,0.71,4,4,169,3,1,0,0,sales,low
0.66,0.66,0.65,0.65,4,4,154,3,0,0,0,sales,medium
0.56,0.56,0.43,0.71,2,4,169,3,0,0,0,sales,medium
0.5,0.5,0.84,0.84,3,3,233,3,1,0,0,sales,medium
0.94,0.62,0.78,0.78,3,3,218,2,1,0,0,sales,medium
0.42,0.42,0.8,0.8,4,4,279,6,0,0,0,sales,medium
0.6,0.6,0.61,0.61,3,3,195,3,0,0,0,sales,medium
0.55,0.55,0.71,0.71,4,4,223,3,0,0,0,sales,medium
0.76,0.76,0.72,0.72,3,3,275,4,1,0,0,sales,medium
0.84,0.84,0.74,0.74,3,3,234,3,1,0,0,sales,medium
0.33,0.62,0.62,0.62,4,4,113,6,0,0,0,sales,medium
0.61,0.61,0.95,0.71,3,3,133,5,0,0,0,sales,medium
0.91,0.62,0.93,0.71,5,5,158,4,0,0,0,sales,medium
0.73,0.73,0.74,0.74,4,4,214,3,0,0,0,sales,high
0.87,0.62,0.67,0.67,4,4,272,4,0,0,0,sales,low
0.38,0.38,0.42,0.71,2,4,127,4,0,0,0,sales,medium
0.8,0.8,0.51,0.71,4,4,141,3,1,0,0,sales,medium
0.69,0.69,0.8,0.8,5,5,263,3,1,0,0,accounting,medium
0.99,0.62,0.92,0.71,5,5,174,5,0,0,0,accounting,medium
0.92,0.62,0.76,0.76,5,5,246,2,1,0,0,accounting,low
0.6,0.6,0.88,0.71,3,3,201,2,0,0,0,hr,low
0.89,0.62,0.93,0.71,3,3,181,3,0,0,0,hr,low
0.91,0.62,0.93,0.71,3,3,238,2,0,0,0,hr,low
0.35,0.62,0.52,0.71,3,3,167,2,0,0,0,hr,low
0.88,0.62,0.68,0.68,5,5,224,2,0,0,0,technical,low
0.66,0.66,0.69,0.69,3,3,182,3,1,0,0,technical,low
0.21,0.62,0.55,0.71,4,4,189,2,0,0,0,technical,low
0.78,0.78,0.64,0.64,3,3,169,2,1,0,0,technical,medium
0.21,0.62,0.96,0.71,4,4,287,5,0,0,0,technical,medium
0.64,0.64,0.94,0.71,3,3,150,2,0,0,0,technical,medium
0.68,0.68,0.95,0.71,4,4,146,2,0,0,0,technical,medium
0.99,0.62,0.87,0.87,4,4,162,4,0,0,0,technical,medium
0.85,0.62,0.55,0.71,4,4,158,5,0,0,0,technical,medium
0.86,0.62,0.51,0.71,3,3,185,2,0,0,0,technical,medium
0.89,0.62,0.98,0.71,3,3,214,3,0,0,0,technical,medium
0.49,0.49,0.85,0.85,4,4,200,3,0,0,0,support,medium
0.76,0.76,0.97,0.71,4,4,219,2,0,0,0,support,medium
0.79,0.79,0.87,0.87,3,3,218,3,0,0,0,support,medium
0.89,0.62,0.64,0.64,4,4,237,2,0,0,0,support,medium
0.34,0.62,0.51,0.71,3,3,105,3,0,0,0,support,medium
0.81,0.81,0.92,0.71,3,3,251,3,1,0,0,support,medium
0.96,0.62,0.7,0.7,3,3,227,2,0,0,0,support,medium
0.7,0.7,0.87,0.87,3,3,158,2,0,0,0,support,medium
0.92,0.62,0.61,0.61,4,4,252,2,0,0,0,support,medium
0.5,0.5,0.76,0.76,4,4,198,3,0,0,0,support,medium
0.75,0.75,0.72,0.72,2,4,192,3,0,0,0,support,medium
0.42,0.42,0.38,0.71,2,4,139,4,0,0,0,technical,medium
0.29,0.62,0.4,0.71,6,4,205,3,0,0,0,technical,medium
0.91,0.62,0.48,0.71,3,3,224,3,0,0,0,technical,medium
0.55,0.55,0.97,0.71,4,4,267,4,0,0,0,management,medium
0.57,0.57,0.81,0.81,4,4,200,3,1,0,0,IT,medium
0.27,0.62,0.48,0.71,3,3,97,6,0,0,0,IT,medium
0.7,0.7,0.43,0.71,6,4,253,3,0,0,0,IT,high
0.63,0.63,0.68,0.68,4,4,191,2,0,0,0,IT,high
0.97,0.62,0.63,0.63,5,5,199,2,1,0,0,IT,high
0.28,0.62,0.52,0.71,3,3,127,4,0,0,0,product_mng,high
0.7,0.7,0.6,0.6,3,3,187,2,0,0,0,product_mng,high
0.83,0.83,0.51,0.71,4,4,215,3,0,0,0,product_mng,high
0.22,0.62,0.76,0.76,4,4,176,6,1,0,0,product_mng,high
0.55,0.55,0.47,0.71,3,3,194,2,0,0,0,IT,high
0.33,0.62,0.77,0.77,3,3,216,3,0,0,0,RandD,high
0.5,0.5,0.78,0.78,4,4,185,3,0,0,0,RandD,high
0.93,0.62,0.88,0.71,5,5,140,3,0,0,0,RandD,high
0.77,0.77,0.66,0.66,3,3,260,4,0,0,0,RandD,high
0.93,0.62,0.97,0.71,5,5,137,4,0,0,0,RandD,low
0.72,0.72,1,0.71,4,4,151,2,0,0,0,RandD,low
0.78,0.78,0.53,0.71,3,3,152,2,0,0,0,marketing,low
0.55,0.55,0.75,0.75,4,4,166,2,0,0,0,sales,low
0.39,0.39,0.86,0.86,3,3,261,2,0,0,0,accounting,low
0.67,0.67,0.78,0.78,3,3,235,3,0,0,0,support,low
0.61,0.61,0.89,0.71,3,3,201,2,0,0,0,technical,low
0.6,0.6,0.69,0.69,6,4,250,5,1,0,0,management,low
0.48,0.48,0.64,0.64,4,4,146,2,0,0,0,marketing,low
0.75,0.75,0.84,0.84,4,4,195,3,0,0,0,marketing,low
0.87,0.62,0.58,0.58,4,4,259,3,0,0,0,marketing,low
0.51,0.51,0.54,0.71,4,4,166,4,1,0,0,sales,low
0.63,0.63,0.9,0.71,4,4,188,4,1,0,0,sales,low
0.6,0.6,0.57,0.57,3,3,203,2,0,0,0,sales,low
0.7,0.7,0.99,0.71,3,3,167,3,0,0,0,sales,low
0.5,0.5,0.99,0.71,2,4,258,3,1,0,0,sales,medium
0.59,0.59,0.51,0.71,2,4,126,3,0,0,0,sales,medium
0.52,0.52,0.39,0.71,6,4,246,4,0,0,0,sales,medium
0.55,0.55,0.49,0.71,3,3,205,3,0,0,0,sales,medium
0.81,0.81,0.62,0.62,5,5,201,3,1,0,0,sales,medium
0.94,0.62,0.98,0.71,4,4,197,3,0,0,0,sales,medium
0.98,0.62,0.61,0.61,3,3,272,3,0,0,0,sales,medium
0.83,0.83,0.84,0.84,4,4,206,2,0,0,0,sales,medium
0.93,0.62,0.62,0.62,3,3,184,3,0,0,0,sales,medium
0.99,0.62,0.54,0.71,3,3,199,2,0,0,0,sales,medium
0.55,0.55,0.57,0.57,4,4,220,3,0,0,0,sales,medium
0.96,0.62,0.83,0.83,3,3,233,3,0,0,0,sales,medium
0.28,0.62,0.77,0.77,3,3,221,3,0,0,0,sales,high
0.97,0.62,0.6,0.6,6,4,168,5,1,0,0,sales,high
0.8,0.8,0.78,0.78,3,3,251,3,0,0,0,sales,high
0.75,0.75,0.55,0.71,2,4,188,3,0,0,0,accounting,high
0.89,0.62,0.88,0.71,3,3,203,3,0,0,0,accounting,high
0.6,0.6,0.76,0.76,5,5,168,2,1,0,0,accounting,high
0.73,0.73,0.98,0.71,3,3,227,2,1,0,0,hr,high
0.88,0.62,0.75,0.75,4,4,159,2,0,0,0,hr,high
0.5,0.5,0.7,0.7,3,3,159,3,0,0,0,hr,low
0.53,0.53,0.78,0.78,5,5,275,5,0,0,0,hr,low
0.95,0.62,0.43,0.71,6,4,283,2,0,0,0,technical,low
0.94,0.62,0.53,0.71,5,5,169,3,0,0,0,technical,low
0.49,0.49,0.8,0.8,3,3,227,4,1,0,0,technical,low
0.59,0.59,0.57,0.57,3,3,147,4,0,0,0,technical,low
0.51,0.51,0.91,0.71,3,3,227,2,0,0,0,technical,low
0.66,0.66,0.66,0.66,4,4,166,3,0,0,0,technical,low
0.76,0.76,0.94,0.71,4,4,168,6,0,0,0,technical,medium
0.12,0.62,0.59,0.59,3,3,229,6,0,0,0,technical,medium
0.84,0.84,0.65,0.65,3,3,134,3,0,0,0,technical,medium
0.94,0.62,0.81,0.81,3,3,196,3,0,0,0,technical,medium
0.63,0.63,0.84,0.84,4,4,181,3,0,0,0,technical,medium
0.79,0.79,0.99,0.71,4,4,177,3,1,0,0,support,medium
0.85,0.62,0.68,0.68,3,3,272,2,1,0,0,support,medium
0.74,0.74,0.52,0.71,3,3,213,3,0,0,0,support,medium
0.23,0.62,0.75,0.75,6,4,220,3,0,0,0,support,medium
0.62,0.62,0.51,0.71,4,4,274,2,0,0,0,support,medium
0.36,0.62,0.56,0.56,6,4,242,6,0,0,0,support,medium
0.7,0.7,0.83,0.83,4,4,182,3,0,0,0,support,medium
0.57,0.57,0.75,0.75,5,5,172,4,0,0,0,support,medium
0.83,0.83,0.99,0.71,3,3,226,3,0,0,0,support,medium
0.71,0.71,0.96,0.71,3,3,132,2,0,0,0,support,medium
0.23,0.62,0.72,0.72,6,4,121,3,0,0,0,support,medium
